Legende	layer.Nr	THICK	STONEF	PSIF	THETAF	THSAT	BEXP	KF	WETINF	SWATMX
678	4	0.32	0	-7.7	0.425	0.482	11.4	4.3	0.94	154.24
679	1	0.3	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	117.45
679	2	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
679	3	0.3	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
679	4	0.3	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	98.4
679	5	0.3	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	98.4
680	1	0.08	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	31.32
680	2	0.35	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	129.15
680	3	0.29	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	95.12
680	4	0.08	0.1	-7	0.188	0.395	4.05	4	0.92	28.44
681	1	0.07	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	27.405
681	2	0.31	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	114.39
681	3	0.13	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	50.895
681	4	0.21	0	-7.9	0.266	0.435	4.9	5.5	0.92	91.35
681	5	0.68	0	-7	0.188	0.395	4.05	4	0.92	268.6
682	1	0.04	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	13.12
682	2	0.09	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	29.52
682	3	0.35	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	114.8
682	4	0.42	0.1	-7	0.188	0.395	4.05	4	0.92	149.31
683	1	0.29	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	107.01
683	2	0.13	0.2	-7	0.188	0.395	4.05	4	0.92	41.08
683	3	0.26	0.2	-7	0.188	0.395	4.05	4	0.92	82.16
683	4	0.24	0.2	-7	0.188	0.395	4.05	4	0.92	75.84
683	5	0.28	0.1	-7	0.188	0.395	4.05	4	0.92	99.54
684	1	0.04	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	13.92
684	2	0.33	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	108.24
684	3	0.43	0.2	-7	0.188	0.395	4.05	4	0.92	135.88
685	1	0.05	0.1	-7	0.188	0.395	4.05	4	0.92	17.775
685	2	0.17	0.1	-7	0.188	0.395	4.05	4	0.92	60.435
685	3	0.26	0.1	-7	0.188	0.395	4.05	4	0.92	92.43
685	4	0.14	0.2	-7	0.188	0.395	4.05	4	0.92	44.24
685	5	0.3	0.2	-7	0.188	0.395	4.05	4	0.92	94.8
685	6	0.11	0.1	-7	0.188	0.395	4.05	4	0.92	39.105
685	7	0.19	0.2	-7	0.188	0.395	4.05	4	0.92	60.04
685	8	0.23	0.1	-7	0.188	0.395	4.05	4	0.92	81.765
686	1	0.06	0	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
686	2	0.09	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	33.21
686	3	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
686	4	0.17	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	62.73
686	5	0.18	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	70.47
686	6	0.4	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	151.2
687	1	0.09	0	-7	0.188	0.395	4.05	4	0.92	35.55
687	2	0.33	0	-7	0.188	0.395	4.05	4	0.92	130.35
687	3	0.23	0	-7	0.188	0.395	4.05	4	0.92	90.85
688	1	0.12	0.1	-7	0.188	0.395	4.05	4	0.92	42.66
688	2	0.08	0.1	-7	0.188	0.395	4.05	4	0.92	28.44
688	3	0.3	0.1	-7	0.188	0.395	4.05	4	0.92	106.65
688	4	0.3	0.1	-7	0.188	0.395	4.05	4	0.92	106.65
688	5	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
688	6	0.3	0.1	-7	0.188	0.395	4.05	4	0.92	106.65
688	7	0.1	0.1	-7	0.188	0.395	4.05	4	0.92	35.55
689	1	0.18	0	-7	0.188	0.395	4.05	4	0.92	71.1
689	2	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
689	3	0.29	0	-7	0.188	0.395	4.05	4	0.92	114.55
689	4	0.38	0	-7	0.188	0.395	4.05	4	0.92	150.1
690	1	0.34	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	118.32
690	2	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
690	3	0.26	0.4	-7	0.188	0.395	4.05	4	0.92	61.62
690	4	0.3	0.4	-7	0.188	0.395	4.05	4	0.92	71.1
691	1	0.28	0.2	-7	0.188	0.395	4.05	4	0.92	88.48
691	2	0.3	0.2	-7	0.188	0.395	4.05	4	0.92	94.8
691	3	0.19	0.1	-7	0.188	0.395	4.05	4	0.92	67.545
691	4	0.28	0.1	-7	0.188	0.395	4.05	4	0.92	99.54
691	5	0.35	0.1	-7	0.188	0.395	4.05	4	0.92	124.425
692	1	0.28	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	103.32
692	2	0.2	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
692	3	0.24	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	78.72
692	4	0.38	0.2	-7	0.188	0.395	4.05	4	0.92	120.08
692	5	0.15	0.1	-7	0.188	0.395	4.05	4	0.92	53.325
692	6	0.15	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	55.35
693	1	0.08	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	31.32
693	2	0.05	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
693	3	0.14	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	48.72
693	4	0.23	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	75.44
693	5	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
693	6	0.25	0.4	-7	0.188	0.395	4.05	4	0.92	59.25
693	7	0.15	0.2	-7	0.188	0.395	4.05	4	0.92	47.4
694	1	0.06	0	-7	0.188	0.395	4.05	4	0.92	23.7
694	2	0.08	0	-7	0.188	0.395	4.05	4	0.92	31.6
694	3	0.04	0	-7	0.188	0.395	4.05	4	0.92	15.8
694	4	0.18	0	-7	0.188	0.395	4.05	4	0.92	71.1
694	5	0.24	0	-7	0.188	0.395	4.05	4	0.92	94.8
694	6	0.22	0	-7	0.188	0.395	4.05	4	0.92	86.9
694	7	0.38	0	-7	0.188	0.395	4.05	4	0.92	150.1
695	1	0.08	0.1	-7	0.188	0.395	4.05	4	0.92	28.44
695	2	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
695	3	0.67	0.1	-7	0.188	0.395	4.05	4	0.92	238.185
696	1	0.32	0.4	-7	0.188	0.395	4.05	4	0.92	75.84
696	2	0.1	0.4	-7	0.188	0.395	4.05	4	0.92	23.7
696	3	0.21	0.4	-7	0.188	0.395	4.05	4	0.92	49.77
696	4	0.25	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	82
696	5	0.12	0	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
697	1	0.14	0.2	-7	0.188	0.395	4.05	4	0.92	44.24
697	2	0.13	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	42.64
697	3	0.15	0.4	-7	0.188	0.395	4.05	4	0.92	35.55
697	4	0.33	0.4	-7	0.188	0.395	4.05	4	0.92	78.21
697	5	0.25	0.4	-7	0.188	0.395	4.05	4	0.92	59.25
697	6	0.3	0.1	-7	0.188	0.395	4.05	4	0.92	106.65
698	1	0.33	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	114.84
698	2	0.17	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	66.555
698	3	0.24	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	90.72
698	4	0.36	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	136.08
699	1	0.32	0	-7.9	0.266	0.435	4.9	5.5	0.92	139.2
699	2	0.28	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	109.62
699	3	0.2	0	-14.8	0.402	0.476	8.52	7.3	0.92	95.2
699	4	0.3	0	-14.8	0.402	0.476	8.52	7.3	0.92	142.8
700	1	0.3	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	117.45
700	2	0.16	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	60.48
700	3	0.32	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	120.96
700	4	0.32	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	125.28
701	1	0.04	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	15.66
701	2	0.31	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	121.365
701	3	0.4	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	171.36
702	1	0.35	0	-7.9	0.266	0.435	4.9	5.5	0.92	152.25
702	2	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
702	3	0.25	0.2	-7	0.188	0.395	4.05	4	0.92	79
702	4	0.25	0.2	-7	0.188	0.395	4.05	4	0.92	79
703	1	0.22	0	-3.8	0.203	0.41	4.38	3.5	0.92	90.2
703	2	0.3	0	-7	0.188	0.395	4.05	4	0.92	118.5
703	3	0.02	0	-7	0.188	0.395	4.05	4	0.92	7.9
703	4	0.4	0	-7	0.188	0.395	4.05	4	0.92	158
703	5	0.14	0	-7	0.188	0.395	4.05	4	0.92	55.3
703	6	0.48	0	-3.8	0.203	0.41	4.38	3.5	0.92	196.8
703	7	0.1	0	-6.3	0.317	0.42	7.12	4.2	0.92	42
704	1	0.3	0	-6	0.397	0.477	7.75	4.9	0.92	143.1
704	2	0.38	0	-6	0.397	0.477	7.75	4.9	0.92	181.26
704	3	0.22	0	-6	0.397	0.477	7.75	4.9	0.92	104.94
704	4	0.3	0	-6	0.397	0.477	7.75	4.9	0.92	143.1
704	5	0.4	0	-8.5	0.324	0.451	5.39	6.3	0.92	180.4
705	1	0.75	0.2	-25	0.365	0.485	5.3	13.1	0.92	291
706	1	0.28	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	97.44
706	2	0.22	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	72.16
706	3	0.27	0.4	-7	0.188	0.395	4.05	4	0.92	63.99
706	4	0.13	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	47.97
706	5	0.18	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	68.04
706	6	0.12	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	45.36
707	1	0.12	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	46.98
707	2	0.28	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	103.32
707	3	0.32	0.2	-7	0.188	0.395	4.05	4	0.92	101.12
707	4	0.16	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	62.64
707	5	0.22	0	-7	0.188	0.395	4.05	4	0.92	86.9
708	1	0.17	0.1	-7	0.188	0.395	4.05	4	0.92	60.435
708	2	0.16	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	39.36
708	3	0.08	0.2	-7	0.188	0.395	4.05	4	0.92	25.28
708	4	0.28	0.4	-7	0.188	0.395	4.05	4	0.92	66.36
709	1	0.1	0.1	-7	0.188	0.395	4.05	4	0.92	35.55
709	2	0.45	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	166.05
709	3	0.3	0.1	-7	0.188	0.395	4.05	4	0.92	106.65
709	4	0.55	0.1	-7	0.188	0.395	4.05	4	0.92	195.525
710	1	0.07	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	25.83
710	2	0.54	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	199.26
710	3	0.34	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	133.11
710	4	0.45	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	151.2
711	1	0.08	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	29.52
711	2	0.34	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	125.46
711	3	1.28	0.1	-7	0.188	0.395	4.05	4	0.92	455.04
712	1	0.12	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	44.28
712	2	0.33	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	121.77
712	3	0.26	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	95.94
712	4	0.13	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	50.895
712	5	0.46	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	180.09
713	1	0.38	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	140.22
713	2	0.17	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	62.73
713	3	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
713	4	0.75	0.1	-7	0.188	0.395	4.05	4	0.92	266.625
714	1	0.07	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	27.405
714	2	0.28	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	109.62
714	3	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
714	4	0.26	0	-25	0.365	0.485	5.3	13.1	0.92	126.1
715	1	0.08	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	31.32
715	2	0.43	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	168.345
715	3	0.69	0.1	-7.7	0.425	0.482	11.4	4.3	0.94	299.322
716	1	0.3	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	117.45
716	2	0.58	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	214.02
716	3	0.22	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	81.18
716	4	0.2	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
717	1	0.12	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	46.98
717	2	0.28	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	109.62
717	3	0.22	0.4	-7	0.188	0.395	4.05	4	0.92	52.14
717	4	0.58	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	227.07
718	1	0.25	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	97.875
718	2	0.17	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	66.555
718	3	0.26	0.4	-7	0.188	0.395	4.05	4	0.92	61.62
718	4	0.72	0.2	-7	0.188	0.395	4.05	4	0.92	227.52
719	1	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
719	2	0.45	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	176.175
719	3	0.5	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	184.5
719	4	0.35	0.6	-7	0.188	0.395	4.05	4	0.92	55.3
720	1	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
720	2	0.35	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	142.065
720	3	0.65	0	-7.7	0.425	0.482	11.4	4.3	0.94	313.3
721	1	0.22	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	86.13
721	2	0.58	0.1	-7	0.188	0.395	4.05	4	0.92	206.19
721	3	0.25	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	97.875
721	4	0.25	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	97.875
722	1	0.22	0	-7	0.188	0.395	4.05	4	0.92	86.9
722	2	0.98	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	383.67
723	1	0.33	0	-25	0.365	0.485	5.3	13.1	0.92	160.05
723	2	0.14	0	-25	0.365	0.485	5.3	13.1	0.92	67.9
723	3	0.16	0	-25	0.365	0.485	5.3	13.1	0.92	77.6
723	4	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
723	5	0.62	0	-25	0.365	0.485	5.3	13.1	0.92	300.7
723	6	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
724	1	0.28	0.1	-25	0.365	0.485	5.3	13.1	0.92	122.22
724	2	0.34	0.1	-25	0.365	0.485	5.3	13.1	0.92	148.41
724	3	0.16	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	27.84
724	4	0.42	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	73.08
725	1	0.07	0.1	-25	0.365	0.485	5.3	13.1	0.92	30.555
725	2	0.42	0.1	-25	0.365	0.485	5.3	13.1	0.92	183.33
725	3	0.16	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	27.84
725	4	0.35	0.6	-7	0.188	0.395	4.05	4	0.92	55.3
726	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
726	2	0.08	0.1	-25	0.365	0.485	5.3	13.1	0.92	34.92
726	3	0.23	0.1	-25	0.365	0.485	5.3	13.1	0.92	100.395
726	4	0.59	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	159.654
727	1	0.09	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	36.531
727	2	0.33	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	119.064
727	3	0.23	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	60.03
727	4	0.35	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	63.14
727	5	0.4	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
728	1	0.1	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
728	2	0.19	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	66.12
728	3	0.31	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	53.94
728	4	0.8	0.9	-7	0.188	0.395	4.05	4	0.92	31.6
729	1	0.07	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	18.27
729	2	0.45	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	117.45
729	3	0.28	0.6	-7	0.188	0.395	4.05	4	0.92	44.24
730	1	0.07	0.1	-25	0.365	0.485	5.3	13.1	0.92	30.555
730	2	0.21	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	75.768
730	3	0.47	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	81.78
730	4	0.65	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	117.26
731	1	0.2	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
731	2	0.07	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	18.27
731	3	0.48	0.4	-6.3	0.317	0.42	7.12	4.2	0.92	120.96
731	4	0.45	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
732	1	0.1	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
732	2	0.32	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	118.08
732	3	0.28	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	109.62
732	4	0.6	0.1	-7	0.188	0.395	4.05	4	0.92	213.3
733	1	0.17	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	66.555
733	2	0.21	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	82.215
733	3	0.82	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	201.72
733	4	0.2	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
734	1	0.26	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	90.48
734	2	0.13	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	45.24
734	3	0.61	0.4	-7	0.188	0.395	4.05	4	0.92	144.57
734	4	0.3	0.4	-7	0.188	0.395	4.05	4	0.92	71.1
735	1	0.29	0.2	-25	0.365	0.485	5.3	13.1	0.92	112.52
735	2	0.09	0.2	-25	0.365	0.485	5.3	13.1	0.92	34.92
735	3	0.17	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	59.16
735	4	0.35	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	121.8
735	5	0.3	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
736	1	0.5	0	-25	0.365	0.485	5.3	13.1	0.92	242.5
736	2	0.12	0	-25	0.365	0.485	5.3	13.1	0.92	58.2
736	3	0.18	0	-6	0.397	0.477	7.75	4.9	0.92	85.86
736	4	0.4	0.2	-25	0.365	0.485	5.3	13.1	0.92	155.2
737	1	0.24	0	-25	0.365	0.485	5.3	13.1	0.92	116.4
737	2	0.27	0	-25	0.365	0.485	5.3	13.1	0.92	130.95
737	3	0.39	0.2	-14.8	0.402	0.476	8.52	7.3	0.92	148.512
737	4	0.2	0.4	-14.8	0.402	0.476	8.52	7.3	0.92	57.12
738	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
738	2	0.46	0	-25	0.365	0.485	5.3	13.1	0.92	223.1
738	3	0.39	0	-25	0.365	0.485	5.3	13.1	0.92	189.15
738	4	0.25	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	94.5
739	1	0.28	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	113.652
739	2	0.42	0.1	-25	0.365	0.485	5.3	13.1	0.92	183.33
739	3	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
739	4	0.3	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
740	1	0.22	0.1	-25	0.365	0.485	5.3	13.1	0.92	96.03
740	2	0.4	0.1	-25	0.365	0.485	5.3	13.1	0.92	174.6
740	3	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
740	4	0.38	0.1	-25	0.365	0.485	5.3	13.1	0.92	165.87
740	5	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
741	1	0.24	0	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
741	2	0.31	0	-25	0.365	0.485	5.3	13.1	0.92	150.35
741	3	0.95	0.2	-7	0.188	0.395	4.05	4	0.92	300.2
742	1	0.08	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	26.24
742	2	0.35	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	114.8
742	3	0.47	0.6	-7	0.188	0.395	4.05	4	0.92	74.26
742	4	0.4	0.4	-7	0.188	0.395	4.05	4	0.92	94.8
743	1	0.07	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	27.405
743	2	0.08	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	31.32
743	3	0.1	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
743	4	0.23	0.1	-7	0.188	0.395	4.05	4	0.92	81.765
743	5	0.37	0.4	-7	0.188	0.395	4.05	4	0.92	87.69
743	6	0.55	0.4	-7	0.188	0.395	4.05	4	0.92	130.35
744	1	0.15	0.1	-7	0.188	0.395	4.05	4	0.92	53.325
744	2	0.49	0.1	-7	0.188	0.395	4.05	4	0.92	174.195
744	3	0.21	0.1	-7	0.188	0.395	4.05	4	0.92	74.655
744	4	0.45	0.1	-7	0.188	0.395	4.05	4	0.92	159.975
745	1	0.29	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	100.92
745	2	0.49	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	160.72
745	3	0.52	0.4	-7	0.188	0.395	4.05	4	0.92	123.24
745	4	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
746	1	0.3	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
746	2	0.2	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
746	3	0.6	0.4	-7	0.188	0.395	4.05	4	0.92	142.2
746	4	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
747	1	0.3	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
747	2	0.15	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	64.26
747	3	0.31	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	132.804
747	4	0.54	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	199.26
748	1	0.22	0	-7	0.188	0.395	4.05	4	0.92	86.9
748	2	0.16	0	-7	0.188	0.395	4.05	4	0.92	63.2
748	3	0.82	0	-7	0.188	0.395	4.05	4	0.92	323.9
749	1	0.2	0	-8.5	0.324	0.451	5.39	6.3	0.92	90.2
749	2	0.45	0	-14.8	0.402	0.476	8.52	7.3	0.92	214.2
749	3	0.35	0	-8.5	0.324	0.451	5.39	6.3	0.92	157.85
749	4	1	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
750	1	0.22	0	-8.5	0.324	0.451	5.39	6.3	0.92	99.22
750	2	0.88	0	-7.9	0.266	0.435	4.9	5.5	0.92	382.8
750	3	0.3	0	-8.5	0.324	0.451	5.39	6.3	0.92	135.3
750	4	0.2	0	-8.5	0.324	0.451	5.39	6.3	0.92	90.2
750	5	0.15	0	-8.5	0.324	0.451	5.39	6.3	0.92	67.65
750	6	0.55	0	-3.8	0.203	0.41	4.38	3.5	0.92	225.5
750	7	0.7	0	-7.9	0.266	0.435	4.9	5.5	0.92	304.5
751	1	0.17	0.1	-7	0.188	0.395	4.05	4	0.92	60.435
751	2	0.71	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	232.88
751	3	0.42	0	-7.9	0.266	0.435	4.9	5.5	0.92	182.7
752	1	0.3	0	-8.5	0.324	0.451	5.39	6.3	0.92	135.3
752	2	0.42	0	-14.8	0.402	0.476	8.52	7.3	0.92	199.92
752	3	0.18	0	-14.8	0.402	0.476	8.52	7.3	0.92	85.68
752	4	0.15	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	64.26
752	5	0.15	0.6	-6.3	0.317	0.42	7.12	4.2	0.92	25.2
753	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
753	2	0.45	0.2	-25	0.365	0.485	5.3	13.1	0.92	174.6
754	1	0.22	0	-3.8	0.203	0.41	4.38	3.5	0.92	90.2
754	2	0.17	0	-7.9	0.266	0.435	4.9	5.5	0.92	73.95
754	3	0.16	0	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
754	4	0.33	0.1	-7	0.188	0.395	4.05	4	0.92	117.315
754	5	0.37	0	-7	0.188	0.395	4.05	4	0.92	146.15
755	1	0.4	0	-7.9	0.266	0.435	4.9	5.5	0.92	174
755	2	0.27	0	-25	0.365	0.485	5.3	13.1	0.92	130.95
755	3	0.28	0	-25	0.365	0.485	5.3	13.1	0.92	135.8
755	4	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
756	1	0.04	0	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
756	2	0.18	0	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
756	3	0.5	0	-25	0.365	0.485	5.3	13.1	0.92	242.5
756	4	0.78	0	-25	0.365	0.485	5.3	13.1	0.92	378.3
757	1	0.08	0	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
757	2	0.36	0	-7.9	0.266	0.435	4.9	5.5	0.92	156.6
757	3	0.26	0.2	-7	0.188	0.395	4.05	4	0.92	82.16
758	1	0.06	0	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
758	2	0.21	0	-7.9	0.266	0.435	4.9	5.5	0.92	91.35
758	3	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
758	4	0.33	0	-25	0.365	0.485	5.3	13.1	0.92	160.05
759	1	0.12	0	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
759	2	0.46	0	-7	0.188	0.395	4.05	4	0.92	181.7
759	3	0.27	0.1	-7	0.188	0.395	4.05	4	0.92	95.985
760	1	0.22	0	-7	0.188	0.395	4.05	4	0.92	86.9
760	2	0.04	0	-7	0.188	0.395	4.05	4	0.92	15.8
760	3	0.22	0	-7	0.188	0.395	4.05	4	0.92	86.9
760	4	0.52	0	-7	0.188	0.395	4.05	4	0.92	205.4
761	1	0.02	0	-7	0.188	0.395	4.05	4	0.92	7.9
761	2	0.12	0	-7	0.188	0.395	4.05	4	0.92	47.4
761	3	0.11	0	-7	0.188	0.395	4.05	4	0.92	43.45
761	4	0.5	0	-7	0.188	0.395	4.05	4	0.92	197.5
762	1	0.12	0	-7	0.188	0.395	4.05	4	0.92	47.4
762	2	0.33	0	-7	0.188	0.395	4.05	4	0.92	130.35
762	3	0.55	0	-7	0.188	0.395	4.05	4	0.92	217.25
